"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @DrDenaGrayson: THREAD: Every investor lost money on #Toronto Trump Tower. Everyone except Trump, who walked away w/MILLIONS 1/

https",FALSE,0,NA,2017-10-21 17:52:39,FALSE,NA,"921796388668686336",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","lrrestell",532,TRUE,FALSE,NA,NA
"RT @CNN: President Trump is breaking with tradition on a more personal matter: keeping a pet at the White House https://t.co/jCxmZ51Mxf htt",FALSE,0,NA,2017-10-21 17:52:39,FALSE,NA,"921796385514639360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kthhigley1",53,TRUE,FALSE,NA,NA
"RT @PopCrave: Niall Horan on Donald Trump: Hes a shitshow... A f*cking joke. Impeach him, quick, because its becoming a disaster. https",FALSE,0,NA,2017-10-21 17:52:38,FALSE,NA,"921796384600285184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angelharryonly",1465,TRUE,FALSE,NA,NA
"RT @ChrisJZullo: Donald Trump on pace to golf more in 1 year than Obama did in 8. Guess all the saber-rattling was just that, hypocrisy #sa",FALSE,0,NA,2017-10-21 17:52:38,FALSE,NA,"921796384394809344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RiseUpAbove",390,TRUE,FALSE,NA,NA
"RT @TrumpAlliance: Did you see this video from Campus Reform?

Watch students praise President Donald J. Trump's tax plan when told... http",FALSE,0,NA,2017-10-21 17:52:38,FALSE,NA,"921796381119008768",NA,"<a href=""http://greatamericapac.com/"" rel=""nofollow"">RT Newt Gingrich</a>","GreatAmericaPAC",1,TRUE,FALSE,NA,NA
"RT @TomthunkitsMind: Dotard Donnie Daycare. Can Destroy Records Without Judicial Review, Justice Department Tells Court. https://t.co/XFjGp",FALSE,0,NA,2017-10-21 17:52:38,FALSE,NA,"921796381039357952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ICarrollJ",1,TRUE,FALSE,NA,NA
"RT @Ligtstar: Caroline Kennedy Just Announced Her Plan To FIGHT Donald Trump And Its Brilliant https://t.co/9Fq2UuYul6",FALSE,0,NA,2017-10-21 17:52:37,FALSE,NA,"921796380179554304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JessieFlagg1",6,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: THREAD: Every investor lost money on #Toronto Trump Tower. Everyone except Trump, who walked away w/MILLIONS 1/

https",FALSE,0,NA,2017-10-21 17:52:37,FALSE,NA,"921796378669518849",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OStellaStella",532,TRUE,FALSE,NA,NA
"RT @President: Ivanka Trump Somehow Didn't Mention the Donald J. Trump Foundation In Her Financial Disclosure Report. https://t.co/ySXTynBD",FALSE,0,NA,2017-10-21 17:52:37,FALSE,NA,"921796376777834496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GhlewisJr",4,TRUE,FALSE,NA,NA
"Donald Trump says he'll release all of the secret JFK assassination files (via @thejournal_ie) https://t.co/A1sNC3pIVf",FALSE,0,NA,2017-10-21 17:52:36,FALSE,NA,"921796376501129217",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BrendaMcGlynn1",0,FALSE,FALSE,NA,NA
"RT @kylegriffin1: 'I was very comforted': Gold Star families recall receiving condolences from Obama, contrast Trump's description. https:/",FALSE,0,NA,2017-10-21 17:52:36,FALSE,NA,"921796375960047616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pwally",300,TRUE,FALSE,NA,NA
